"","V1","V2"
"1",1.17993079,1.23953458883187
"2",1.051868751,1.19861032306674
"3",1.306913526,1.30199377194843
"4",1.5000667,1.60952383267993
"5",1.396299715,1.18553744988986
"6",1.382782554,1.29927400586396
"7",0.988567434,1.13417681279626
"8",1.236342694,1.36081951262689
"9",1.203553241,1.26820131545572
"10",1.504213449,1.45906945607049
"11",1.512755485,1.51433473339895
"12",1.25408215,1.37245033184637
"13",1.321961461,1.2135777971672
"14",1.649031503,1.48407508256004
"15",1.331967547,1.44074949714188
"16",1.335793083,1.4776592209226
"17",1.447599417,1.57558780394727
"18",1.138632437,1.21566930459973
"19",1.403257517,1.38177199215658
"20",1.496815524,1.36991031749609
"21",1.87310851,1.76833801742355
"22",1.613970148,1.71318721461954
"23",1.538867335,1.61934713525871
"24",1.609039584,1.47331963175616
"25",1.208942345,1.27962860338965
"26",1.158708396,1.17149656998981
"27",1.292096817,1.29095341687626
"28",1.259620815,1.31688566780853
"29",1.51399161,1.4715606612961
"30",1.308670104,1.47242934336447
"31",1.684621857,1.53989585654502
"32",1.717598915,1.52039649083443
"33",1.467175871,1.51562301058727
"34",1.106532955,1.15817414786397
"35",1.029352171,1.13710554894071
"36",1.440208028,1.40954669629287
"37",1.718797439,1.47387681298212
"38",1.31124573,1.14028768499302
"39",1.120309037,1.22355599989384
"40",1.426985737,1.22209584046266
"41",1.453012449,1.42500900187283
"42",1.697535172,1.52141734031686
"43",1.322767356,1.39250723209986
"44",1.473630171,1.50550351903922
"45",1.341145265,1.35198361636986
"46",1.29524628,1.18727723443357
"47",1.531702607,1.29562330065635
"48",1.316238019,1.36130150135181
"49",1.297510996,1.27398228959951
"50",1.38641249,1.38210926477848
"51",1.149500584,1.20242792125784
"52",1.274058294,1.2363860414096
"53",1.112637075,1.30991206265833
"54",1.402109998,1.44199980036003
"55",0.950163257,1.07111345425738
"56",1.240382225,1.22180824955276
"57",1.120803973,1.28595297176938
"58",1.467953063,1.45664510817817
"59",1.32739923,1.25942337620529
"60",1.558790984,1.24662811244676
"61",1.267159516,1.24780688135433
"62",1.063784439,1.14602238992048
"63",1.512221168,1.40822523460006
"64",1.196610095,1.2343973122022
"65",1.158363593,1.23551059332468
"66",1.089207805,0.999426249007871
"67",0.931167346,1.16791367570547
"68",1.295976638,1.35093429627852
"69",1.435157367,1.65356031942168
"70",1.188763766,1.33152630454548
"71",1.16644409,1.26491092506778
"72",1.282638658,1.23542480637387
"73",1.410545855,1.28772020814878
"74",1.260857329,1.41441254523208
"75",1.160910736,1.26162126795567
"76",1.205050799,1.2574592183152
"77",1.029286361,1.17857956277515
"78",1.351323595,1.29824272853989
"79",1.472739414,1.29608178869611
"80",1.688756145,1.56102483490992
"81",1.362611495,1.2383923134486
"82",1.383941439,1.22534313331749
"83",1.104762746,1.21369811106366
"84",1.212784081,1.18458655018659
"85",1.254679386,1.33707361021598
"86",1.446678845,1.51302681114604
"87",1.279874387,1.34472685693368
"88",1.326129222,1.36747708916165
"89",1.205821751,1.13039203737331
"90",1.159877963,1.13149208416618
"91",1.655694213,1.59013996486334
"92",1.048181844,1.16049150540796
"93",1.087147264,1.16706949316729
"94",1.004871992,1.17542575046784
"95",1.107528607,1.2426470355736
"96",1.368351232,1.29928280383713
"97",1.82907826,1.7902104298586
"98",1.520594667,1.4328317435873
"99",1.343369926,1.38573768120187
"100",0.978280212,1.0532286923397
"101",1.363524287,1.20507753550473
"102",1.247599823,1.19599190468645
"103",1.271513765,1.52075488398474
"104",1.678933096,1.42378569232831
"105",1.191768615,1.2867788895323
"106",1.176011226,1.16385722427427
"107",1.334562456,1.24160456409359
"108",1.315516893,1.24746975835931
"109",1.540928272,1.54037204253791
"110",1.284314348,1.25409841728052
"111",1.297460954,1.21682204824029
"112",1.185321148,1.23729951260308
"113",1.077677004,1.23407293420893
"114",1.506210678,1.64378862045718
"115",0.890129976,1.01765417927927
"116",0.923308365,1.06138797128396
"117",1.620039138,1.76725660263291
"118",1.0191306,1.28605437019861
"119",0.850538802,0.941838871491245
"120",1.784700744,1.65889058185158
"121",1.363480459,1.24692957786756
"122",1.04421104,1.18214744443491
"123",1.512433737,1.69481685616883
"124",1.114655652,0.99193215639795
"125",1.157318846,1.29472433893952
"126",1.010395428,1.07020503592073
"127",0.92438354,1.12766316507555
"128",1.185618415,1.06968318784207
"129",1.41757364,1.4875547804244
"130",1.615442688,1.7417053754755
"131",1.423156579,1.30369048129795
"132",1.202449203,1.45513762782786
"133",1.035605568,1.15012149221028
"134",1.55967841,1.50120667165071
"135",1.462362805,1.14829369996087
"136",1.451599864,1.52259924299481
"137",0.957368637,0.994701424962701
"138",1.200854089,1.26407468774408
