"","V1","V2"
"1",1.614679013,1.66435876175458
"2",1.400578676,1.49070681692345
"3",1.407177796,1.42504199241847
"4",1.582550562,1.40593204739874
"5",2.465419506,2.6639985205277
"6",1.815950295,1.88251006165437
"7",1.288734312,1.4133856252269
"8",1.501876154,1.37606647829427
"9",1.52926834,1.54992395302248
"10",1.879755171,1.86939389059327
"11",1.638338939,1.35301152349664
"12",1.375012441,1.41302178075947
"13",1.807693931,1.73926351790789
"14",2.217906563,2.00533096633187
"15",1.869949873,2.02125230818786
"16",1.408364194,1.35776574981284
"17",1.781742744,1.71910420465912
"18",1.420645219,1.42451269643131
"19",1.681413287,1.35406694683482
"20",1.791292303,1.68163112479157
"21",2.661067527,2.50023839794781
"22",1.702832605,1.49833090240222
"23",1.593467653,1.37200273490538
"24",1.897925366,1.79348562726138
"25",1.404978746,1.41072970206133
"26",1.714416575,1.86536425886928
"27",1.844804289,1.92302434865944
"28",1.403834827,1.53154279057255
"29",1.830050289,1.73918721780483
"30",1.515297866,1.44834078429743
"31",1.953021568,1.70442953732628
"32",2.341037769,2.14824474752737
"33",1.556327338,1.40005386356693
"34",1.466228321,1.55665004476769
"35",1.322107803,1.49859274987209
"36",1.905068525,1.76574929487639
"37",1.969109714,1.68382305447129
"38",2.356986432,2.41700741559519
"39",1.205625564,1.3535296727212
"40",2.513947898,2.5689529830186
"41",1.528744009,1.36805025487984
"42",2.294489384,2.0865628497443
"43",1.456529529,1.46059575399936
"44",1.723139793,1.71220857883972
"45",1.861576697,1.94644525490421
"46",1.812749497,1.8286018720137
"47",2.503747899,2.44147702506575
"48",1.944703308,2.22459150915999
"49",1.739745976,1.66974111785043
"50",1.772692007,1.56422470824807
"51",1.47029222,1.51586582370349
"52",1.661460284,1.75980546398101
"53",1.346978627,1.49856560523595
"54",1.475006394,1.44714714173773
"55",1.185092591,1.39985430976471
"56",2.006056459,2.19067221644281
"57",1.375817882,1.3674413646169
"58",1.724096219,1.59490489281215
