"","V1","V2"
"1",1.614679013,1.66425501902134
"2",1.400578676,1.46187634148968
"3",1.407177796,1.44266668142764
"4",1.582550562,1.38981216513156
"5",2.465419506,2.6611554295811
"6",1.815950295,1.90585693243677
"7",1.288734312,1.43029724357405
"8",1.501876154,1.36762165319247
"9",1.52926834,1.57053445150301
"10",1.879755171,1.84958658617251
"11",1.638338939,1.35540464715704
"12",1.375012441,1.42991400080917
"13",1.807693931,1.73354220354316
"14",2.217906563,1.99989035767652
"15",1.869949873,2.06393678384408
"16",1.408364194,1.35635538113833
"17",1.781742744,1.70993432578136
"18",1.420645219,1.4421163085607
"19",1.681413287,1.355236487954
"20",1.791292303,1.67292505580762
"21",2.661067527,2.50148070026731
"22",1.702832605,1.51842265104359
"23",1.593467653,1.36484003963999
"24",1.897925366,1.76337005829678
"25",1.404978746,1.39350933167116
"26",1.714416575,1.88488407981764
"27",1.844804289,1.95571723116929
"28",1.403834827,1.50224031828145
"29",1.830050289,1.7334657830708
"30",1.515297866,1.46707921076944
"31",1.953021568,1.69284026289422
"32",2.341037769,2.14926099705371
"33",1.556327338,1.41596599110893
"34",1.466228321,1.57727851118176
"35",1.322107803,1.46943291351404
"36",1.905068525,1.7361425022439
"37",1.969109714,1.67415316089672
"38",2.356986432,2.38103687333195
"39",1.205625564,1.35986835211722
"40",2.513947898,2.56871173859665
"41",1.528744009,1.3797860741862
"42",2.294489384,2.12519577575841
"43",1.456529529,1.47975437669146
"44",1.723139793,1.70186869674299
"45",1.861576697,1.98407865470328
"46",1.812749497,1.84021008314274
"47",2.503747899,2.39791568790022
"48",1.944703308,2.22707844481125
"49",1.739745976,1.66678235894695
"50",1.772692007,1.58490066729093
"51",1.47029222,1.48642609091721
"52",1.661460284,1.75779328559896
"53",1.346978627,1.51863926681436
"54",1.475006394,1.42265018594264
"55",1.185092591,1.38509158562888
"56",2.006056459,2.21316364009344
"57",1.375817882,1.37905189733624
"58",1.724096219,1.56926257577356
"59",2.061370108,2.29423459211547
"60",2.438153509,2.2575268581671
"61",1.530539607,1.62485219306692
"62",1.080480161,1.39882810481597
"63",2.162327676,2.08767547538498
"64",1.477258438,1.41438969271253
"65",1.388582481,1.59211921345027
"66",1.158060664,1.3602005607004
"67",1.15216245,1.36727791846336
"68",1.698234723,1.81660432781958
"69",1.757839956,1.80628106104888
"70",1.681801959,1.80468949679039
"71",1.441271946,1.40019405908103
"72",1.618924474,1.73064734486921
"73",1.887697722,1.88143379065871
"74",1.40129016,1.48430834444965
"75",1.272038538,1.37185342370755
"76",1.329258212,1.46033541222104
"77",1.241566534,1.35751995458083
"78",1.999753121,1.87944610512468
"79",2.247911966,2.07184450022717
"80",2.133557093,1.80628991564507
"81",1.873390196,1.80231690566227
"82",2.152541632,2.17387901587507
"83",1.270873206,1.43002301015974
"84",2.297150382,2.43501069076899
"85",1.550832747,1.70161510843981
"86",1.661316254,1.55619094176312
"87",1.366252075,1.36918439170394
"88",1.672904335,1.69390169914379
"89",2.312597373,2.36702506231672
"90",1.878870012,1.99743708282678
"91",1.80475586,1.4937196765256
"92",1.27307483,1.4272697088128
"93",1.464605283,1.57697290369484
"94",1.065348371,1.37060447936315
"95",1.560789199,1.69191081115749
"96",1.472619632,1.42853390875272
"97",2.034374497,1.65540418651319
"98",1.972142644,1.83717901094881
"99",1.722381364,1.57039161166641
"100",1.307908337,1.43575935309435
"101",1.984773535,1.86067924402311
"102",1.506765194,1.52683059270666
"103",1.358300835,1.35933607263681
"104",2.615338371,2.68713095630308
"105",1.246098447,1.37746717908098
"106",1.429889742,1.38364395379661
"107",2.376671859,2.48801740714399
"108",1.962403024,1.97704200032885
"109",1.699634815,1.35565565291481
"110",1.697869137,1.63121671988525
"111",1.637305245,1.70912654445929
"112",1.502696668,1.58103243014158
"113",1.144705118,1.35971168765396
"114",1.79178725,1.76746286512773
"115",1.40643055,1.70374743855702
"116",1.197996957,1.36401028734356
"117",1.657915035,1.42861576364232
"118",1.138338939,1.41720137473692
"119",1.457965397,1.8448313691912
"120",2.517493906,2.41156471858453
"121",1.680035253,1.65121368495253
"122",1.292785736,1.36896001675729
"123",1.55275475,1.40925598705456
"124",1.803331382,1.93646768974884
"125",1.413007272,1.43664530560678
"126",1.275072893,1.45357755969949
"127",1.177188434,1.37745244079667
"128",1.748156267,1.8085191775717
"129",1.841720631,1.84755643397866
"130",1.649774252,1.41346112482089
"131",2.249978326,2.18037365443741
"132",1.432141148,1.55687587371179
"133",1.290776398,1.42842285458429
"134",1.747201569,1.50877936099058
"135",2.535471725,2.34016184698574
"136",1.72273686,1.48198856551535
"137",1.308666929,1.4827124483655
"138",1.492396491,1.35581977174401
"139",1.476592692,1.62416416967457
"140",1.816277164,1.61582596700745
"141",2.185908711,2.04270903263456
"142",2.091138513,2.09072449522
"143",1.735429082,1.92055010973363
"144",1.843270309,1.92356523810942
"145",2.050743529,1.6709710523522
"146",1.729058768,1.50515450687027
"147",1.536737041,1.59693138438083
"148",2.489341591,2.28971553712018
"149",2.203802919,2.29372722885945
"150",1.966339623,2.12674256385101
"151",1.74785504,1.83847212941306
"152",1.523193843,1.36087601221455
"153",1.564501546,1.78412928439136
"154",2.072970049,2.14967377325203
"155",1.920622389,1.85533487524183
"156",1.777034869,1.74773851189898
"157",1.783870749,1.84886674706479
"158",2.832280677,2.63357954983522
"159",2.49958065,2.36404374870748
"160",1.948779656,2.08180799460038
"161",1.602554413,1.65841024030148
"162",1.487907427,1.40143058621073
"163",1.281256544,1.37923458888999
"164",1.819227559,1.87717545490977
"165",1.921638623,2.25755748133103
"166",1.375540003,1.41899976491315
"167",1.450643123,1.45639747556698
"168",2.771519051,2.6178413380191
"169",1.583556885,1.48019472683496
"170",1.713136194,1.6525225255775
"171",1.589656634,1.44690015477981
"172",1.74690959,1.63709025550832
"173",1.541473569,1.646183912849
"174",1.221742127,1.35586717289204
"175",1.319632322,1.45193368796774
"176",2.033847906,1.97182399869941
"177",1.348185887,1.36029928056506
"178",1.439834684,1.41960398698051
"179",2.769388337,2.41431801108795
"180",2.366231882,2.29285886243423
"181",1.241522425,1.38709062600865
"182",1.516086415,1.38364261370518
"183",1.797897988,1.40460304823387
"184",2.04797643,2.03058069182581
"185",1.477191053,1.3758951727382
"186",2.526420527,2.55753564636743
"187",1.405507188,1.37015594788087
"188",0.879309902,1.3994735612045
"189",2.658960885,2.57423111469295
"190",1.341724595,1.38012226541147
"191",2.244283686,2.08359112524024
"192",2.175002897,2.05670389897198
"193",1.689664575,1.94685429860481
"194",1.528527442,1.3568859904614
"195",1.60101742,1.35578487465554
"196",2.117209542,2.38588905218266
"197",1.491263426,1.5916000239798
"198",1.730463454,1.8007586334229
"199",2.02901806,2.09446335953032
"200",2.168305732,2.03882921407743
