"","x"
"1",2
"2",3
"3",57.0372617137909
"4",17.6379817934152
"5",14.8229506187985
"6",90.2551630131759
"7",55.1797020215335
"8",90.0433613518239
"9",55.0897577819332
"10",60.7824040172722
"11",103.025134134636
"12",85.8247095298343
"13",94.3445853831016
"14",76.1901215037444
"15",22.7761953796301
"16",254.111886763173
"17",31.8217922166436
"18",-19.5900546407567
"19",9.03553531904634
